# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 19 15:48:34 2022
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_radestr < 5
# CONSTRAINT:  and pl_bmassestr > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN tran_flag:      Detected by Transits
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,rv_flag,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
KOI-94 b,KOI-94,1,2,4,Transit,2013,Kepler,1,1,Published Confirmed,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,3.74320800,0.00001500,-0.00001500,0,0.051190,0.000670,-0.000670,0,1.710,0.160,-0.160,0,0.153,0.014,-0.014,0,10.50000,4.60000,-4.60000,0,0.03300,0.01400,-0.01400,0,Mass,0.250000,0.170000,-0.170000,0,,,,,1486,,,0,0,<a refstr=WEISS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...768...14W/abstract target=ref> Weiss et al. 2013 </a>,,6182.00,58.00,-58.00,0,1.52,0.14,-0.14,0,1.28,0.05,-0.05,0,0.023,0.002,-0.002,0,[Fe/H],4.18,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m19.94s,297.3330716,+41d53m28.03s,41.8911186,477.0520000,5.0000000,-4.8990000,12.3140000,0.0460000,-0.0460000,10.9260000,0.0190000,-0.0190000,12.1882000,0.0001540,-0.0001540,2014-05-14,2013-05,2014-05-14
Kepler-305 b,Kepler-305,1,1,4,Transit,2013,Kepler,0,1,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,5.48700000,,,0,,,,,3.600,0.900,-0.360,0,0.321,0.080,-0.032,0,10.50000,2.60000,-2.00000,0,0.03300,0.00800,-0.00600,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,0.80,0.20,-0.08,0,0.76,0.13,-0.06,0,,,,,,4.51,0.07,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m53.82s,299.2242557,+40d20m35.40s,40.3431670,868.4770000,26.6400000,-25.1260000,15.8510000,0.2630000,-0.2630000,13.7020000,0.0420000,-0.0420000,15.7661000,0.0004870,-0.0004870,2014-05-14,2014-02,2014-05-14
Kepler-538 b,Kepler-538,1,2,1,Transit,2016,Kepler,1,1,Published Confirmed,0,<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>,81.73778000,0.00013000,-0.00013000,0,0.466900,0.008700,-0.009000,0,2.215,0.040,-0.034,0,0.198,0.004,-0.003,0,10.60000,2.50000,-2.40000,0,0.03335,0.00787,-0.00755,0,Mass,0.041000,0.034000,-0.029000,0,2.99,0.31,-0.27,0,380,,,0,0,<a refstr=MAYO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..165M/abstract target=ref>Mayo et al. 2019</a>,,5547.00,50.00,-50.00,0,0.87,0.01,-0.01,0,0.89,0.05,-0.04,0,-0.030,0.080,-0.080,0,[m/H],4.51,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m56.77s,297.4865503,+49d37m24.23s,49.6233975,155.9560000,0.7090000,-0.7030000,11.2700000,0.0180000,-0.0180000,9.6450010,0.0130000,-0.0130000,11.1647000,0.0005160,-0.0005160,2019-09-20,2019-10,2019-09-26
K2-285 e,K2-285,1,1,4,Transit,2018,K2,0,1,Published Confirmed,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,14.76289000,0.00065000,-0.00061000,0,0.180410,0.004200,-0.004300,0,1.950,0.050,-0.050,0,0.174,0.004,-0.004,0,10.70000,,,1,0.03367,,,1,Mass,0.000000,,,0,10.50,0.87,-0.81,0,501,10,-10,0,0,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,K2 V,4975.00,95.00,-95.00,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,0.000,0.050,-0.050,0,[Fe/H],4.40,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h17m32.24s,349.3843458,+01d18m00.55s,1.3001522,154.9610000,1.1610000,-1.1440000,12.0750000,0.1140000,-0.1140000,9.9710000,0.0220000,-0.0220000,11.8040000,0.0002950,-0.0002950,2018-12-11,2019-03,2018-12-13
HD 63935 b,HD 63935,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,1,Published Confirmed,0,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,9.05881100,0.00001700,-0.00001600,0,,,,,2.990,0.140,-0.140,0,0.267,0.012,-0.012,0,10.80000,1.80000,-1.80000,0,0.03398,0.00566,-0.00566,0,Mass,0.000000,,,0,115.60,4.60,-4.60,0,911,27,-27,0,0,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,,5534.00,100.00,-100.00,0,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0,0.070,0.060,-0.060,0,[Fe/H],4.38,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739000,0.1057000,-0.1053000,8.5800000,0.0300000,-0.0300000,6.8810000,0.0210000,-0.0210000,8.3935300,0.0002880,-0.0002880,2021-10-19,2021-11,2021-10-19
K2-19 c,K2-19,1,1,3,Transit,2015,K2,1,1,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,11.89930000,0.00080000,-0.00080000,0,,,,,4.100,0.200,-0.200,0,0.366,0.018,-0.018,0,10.80000,0.60000,-0.60000,0,0.03398,0.00189,-0.00189,0,Mass,0.210000,0.030000,-0.030000,0,,,,,,,,,1,<a refstr=PETIGURA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159....2P/abstract target=ref>Petigura et al. 2020</a>,,5322.00,100.00,-100.00,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,0.060,0.050,-0.050,0,[Fe/H],4.51,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.6035960,289.8270000,5.6800000,-5.4690000,13.0240000,0.0920000,-0.0920000,11.1610000,0.0260000,-0.0260000,12.8153000,0.0004550,-0.0004550,2022-01-31,2020-01,2022-01-31
TOI-1759 b,TOI-1759,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,1,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,18.85019000,0.00013000,-0.00013000,0,0.117700,0.003800,-0.003800,0,3.140,0.100,-0.100,0,0.280,0.009,-0.009,0,10.80000,1.50000,-1.50000,0,0.03398,0.00472,-0.00472,0,Mass,0.000000,,,0,6.39,0.41,-0.41,0,443,7,-7,0,0,<a refstr=ESPINOZA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..133E/abstract target=ref>Espinoza et al. 2022</a>,M0.0 V,4065.00,51.00,-51.00,0,0.60,0.01,-0.01,0,0.61,0.02,-0.02,0,0.050,0.160,-0.160,0,[Fe/H],4.65,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h47m24.40s,326.8516615,+62d45m13.74s,62.7538164,40.0654000,0.0423000,-0.0423000,11.9300000,0.1000000,-0.1000000,7.9300000,0.0200000,-0.0200000,10.8385000,0.0004310,-0.0004310,2022-03-28,2022-03,2022-03-28
Kepler-94 b,Kepler-94,1,1,2,Transit,2014,Kepler,1,1,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.50806000,,,0,,,,,3.510,0.150,-0.150,0,0.313,0.013,-0.013,0,10.84000,1.40000,-1.40000,0,0.03400,0.00400,-0.00400,0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,4781.00,98.00,-98.00,0,0.76,0.03,-0.03,0,0.81,0.06,-0.06,0,0.340,0.070,-0.070,0,[Fe/H],4.59,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m46.74s,281.1947316,+47d29m50.14s,47.4972606,191.9040000,0.8210000,-0.8140000,13.0710000,0.0690000,-0.0690000,10.5940000,0.0110000,-0.0110000,12.8567000,0.0002590,-0.0002590,2014-05-14,2014-02,2014-05-14
K2-290 b,K2-290,1,3,2,Transit,2019,K2,0,1,Published Confirmed,0,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,9.21165000,0.00033000,-0.00034000,0,0.092300,0.006600,-0.006600,0,3.060,0.160,-0.160,0,0.273,0.014,-0.014,0,10.90000,,,1,0.03430,,,1,Mass,0.000000,,,0,,,,,1230,38,-38,0,0,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,,6302.00,120.00,-120.00,0,1.51,0.07,-0.07,0,1.19,0.07,-0.08,0,-0.060,0.100,-0.100,0,[Fe/H],4.23,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h39m25.89s,234.8578846,-20d11m56.03s,-20.1988975,272.9090000,3.8240000,-3.7210000,11.1140000,0.0130000,-0.0130000,9.4200000,0.0190000,-0.0190000,10.8204000,0.0003940,-0.0003940,2019-01-22,2019-04,2019-01-24
Kepler-79 b,Kepler-79,1,1,4,Transit,2012,Kepler,0,1,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785...15J/abstract target=ref>Jontof-Hutter et al. 2014</a>,13.48450000,0.00020000,-0.00020000,0,0.117000,0.002000,-0.002000,0,3.470,0.070,-0.070,0,0.310,0.006,-0.006,0,10.90000,7.40000,-6.00000,0,0.03430,0.02300,-0.01900,0,Mass,0.015000,0.012000,-0.006000,0,,,,,,,,,1,<a refstr=JONTOF_HUTTER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785...15J/abstract target=ref>Jontof-Hutter et al. 2014</a>,,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0,1.17,0.04,-0.04,0,-0.073,0.062,-0.009,0,[M/H],4.27,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h02m04.11s,300.5171067,+44d22m53.58s,44.3815508,1020.7200000,17.0750000,-17.0750000,14.0360000,0.1260000,-0.1260000,12.6060000,0.0310000,-0.0310000,13.8825000,0.0002180,-0.0002180,2016-03-09,2014-04,2016-03-10
Kepler-417 b,Kepler-417,1,1,2,Transit Timing Variations,2014,Kepler,0,1,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,12.33100000,,,0,,,,,2.310,0.860,-0.170,0,0.206,0.077,-0.015,0,11.00000,9.30000,-7.90000,0,0.03500,0.02900,-0.02500,0,Mass,,,,,,,,,,,,,1,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,,,,,0.81,,,0,0.90,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m17.80s,293.8241813,+42d46m46.73s,42.7796480,973.9890000,45.2865000,-45.2865000,15.8640000,1.0300000,-1.0300000,13.9220000,0.0580000,-0.0580000,15.8658000,0.0006700,-0.0006700,2014-05-28,2014-05,2014-05-28
KOI-1833 d,Kepler-968,1,1,3,Transit,2021,Kepler,0,1,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,7.68500000,,,0,,,,,2.580,0.230,-0.220,0,0.230,0.021,-0.020,0,11.02000,,,1,0.03467,,,1,Mass,,,,,,,,,613,23,-23,0,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,4413.00,75.00,-69.00,0,0.67,0.01,-0.01,0,0.68,0.03,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h02m24.62s,285.6025889,+50d06m43.34s,50.1120401,290.3240000,1.4480000,-1.4350000,14.6260000,0.1260000,-0.1260000,11.8310000,0.0250000,-0.0250000,14.2499000,0.0003920,-0.0003920,2021-06-11,2021-05,2021-06-11
HD 63935 c,HD 63935,1,1,2,Radial Velocity,2021,Multiple Observatories,1,1,Published Confirmed,0,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,21.40230000,0.00189000,-0.00194000,0,,,,,2.900,0.130,-0.130,0,0.259,0.012,-0.012,0,11.10000,2.40000,-2.40000,0,0.03492,0.00755,-0.00755,0,Mass,0.000000,,,0,36.70,1.40,-1.40,0,684,21,-21,0,0,<a refstr=SCARSDALE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..215S/abstract target=ref>Scarsdale et al. 2021</a>,,5534.00,100.00,-100.00,0,0.96,0.04,-0.04,0,0.93,0.05,-0.05,0,0.070,0.060,-0.060,0,[Fe/H],4.38,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h51m41.91s,117.9246417,+09d23m06.87s,9.3852412,48.9739000,0.1057000,-0.1053000,8.5800000,0.0300000,-0.0300000,6.8810000,0.0210000,-0.0210000,8.3935300,0.0002880,-0.0002880,2021-10-19,2021-11,2021-10-19
Kepler-106 e,Kepler-106,1,1,4,Transit,2014,Kepler,1,1,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,43.84450000,,,0,,,,,2.560,0.330,-0.330,0,0.228,0.029,-0.029,0,11.17000,5.80000,-5.80000,0,0.03500,0.01800,-0.01800,0,Mass,,,,,,,,,,,,,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5858.00,114.00,-114.00,0,1.04,0.17,-0.17,0,1.00,0.06,-0.06,0,-0.120,0.110,-0.110,0,[Fe/H],4.41,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h03m27.36s,300.8640060,+44d20m15.18s,44.3375497,444.3220000,6.1010000,-5.9410000,12.9230000,0.0800000,-0.0800000,11.4310000,0.0180000,-0.0180000,12.8391000,0.0001860,-0.0001860,2014-05-14,2014-02,2014-05-14
HD 136352 c,HD 136352,1,1,3,Radial Velocity,2019,La Silla Observatory,1,1,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,27.59221000,0.00011000,-0.00011000,0,0.172100,0.005000,-0.005000,0,2.916,0.075,-0.073,0,0.260,0.007,-0.007,0,11.24000,0.65000,-0.63000,0,0.03536,0.00205,-0.00198,0,Mass,0.000000,,,0,35.10,2.30,-2.10,0,677,11,-11,0,0,<a refstr=DELREZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021NatAs.tmp..106D/abstract target=ref>Delrez et al. 2021</a>,,5664.00,61.00,-61.00,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,-0.240,0.050,-0.050,0,[M/H],4.39,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174,14.6820000,0.0199000,-0.0198000,5.6500000,0.0300000,-0.0300000,4.1590000,0.0360000,-0.0360000,5.4849500,0.0015675,-0.0015675,2021-08-09,2021-06,2021-08-09
K2-233 b,K2-233,1,1,3,Transit,2018,K2,0,1,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,2.46750000,0.00004000,-0.00004000,0,0.033080,0.000100,-0.000090,0,1.343,0.018,-0.016,0,0.120,0.002,-0.001,0,11.26000,,,1,0.03543,,,1,Mass,0.079000,0.048000,-0.029000,0,,,,,1121,10,-9,0,0,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,5033.00,41.00,-35.00,0,0.71,0.01,-0.01,0,0.79,0.01,-0.01,0,-0.090,0.030,-0.030,0,[Fe/H],4.64,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h21m55.18s,230.4799011,-20d13m54.47s,-20.2317975,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,10.4191000,0.0003430,-0.0003430,2021-05-17,2020-08,2021-05-17
